Date,Name,Duration,Distance,Speed,UpHill,DownHill,type,A_Comment,A_Duration,A_Distance
2018-07-29,Tour 29.07.2018 10:46,2.16,35.08,16.2,309.0,329.0,tour_recorded,,,
2018-07-27,Tour 27.07.2018 09:47,1.76,30.03,17.1,225.0,226.0,tour_recorded,,,
2018-07-14,Tour 14.07.2018 09:18,1.43,14.87,10.4,223.0,222.0,tour_recorded,,,
2018-07-07,Tour 07.07.2018 08:16,0.84,9.54,11.3,129.0,123.0,tour_recorded,,,
2018-07-06,Tour 06.07.2018 10:04,2.47,44.21,17.9,397.0,397.0,tour_recorded,,,
2018-07-03,Tour 03.07.2018 09:12,1.21,24.11,19.9,136.0,165.0,tour_recorded,,,
2018-06-27,Tour 27.06.2018 08:10,1.12,22.34,19.9,195.0,237.0,tour_recorded,,,
2018-06-26,Tour 26.06.2018 08:42,1.12,20.2,18.0,147.0,149.0,tour_recorded,,,
2018-06-16,Tour 16.06.2018 09:16,1.34,18.08,13.5,157.0,172.0,tour_recorded,,,
2018-06-09,Tour 09.06.2018 09:38,1.32,20.15,15.2,170.0,172.0,tour_recorded,,,
2018-06-08,Tour 08.06.2018 10:38,2.01,35.11,17.5,262.0,275.0,tour_recorded,,,
2018-06-05,Tour 05.06.2018 09:00,1.23,23.51,19.1,346.0,351.0,tour_recorded,,,
2018-06-02,Tour 02.06.2018 09:07,1.3,24.28,18.6,200.0,194.0,tour_recorded,,,
2018-06-01,Tour 01.06.2018 18:23,1.57,29.22,18.6,221.0,212.0,tour_recorded,,,
2018-05-30,Tour 30.05.2018 13:01,1.06,19.84,18.7,141.0,126.0,tour_recorded,,,
2018-05-28,Tour 28.05.2018 18:47,1.06,19.66,18.6,145.0,142.0,tour_recorded,,,
2018-05-26,Tour 26.05.2018 09:06,1.34,14.76,11.0,112.0,100.0,tour_recorded,,,
2018-05-19,Aqaba,0.86,3.31,3.8,20.0,22.0,tour_recorded,,,
2018-05-12,00Tour 12.05.2018 09:28,0.69,18.84,27.4,56.0,107.0,tour_recorded,,,
2018-05-11,Tour 11.05.2018 10:03,1.75,30.97,17.6,179.0,196.0,tour_recorded,,,
2018-05-08,Tou22 21. 2 ז ז 22 2 ה הק2 קקקכצרכר3רככ תהץנ  נדק קק2221 212 2הנהדץr 08.05.2018 ץץ09:222184 33332333,1.17,18.37,15.7,140.0,152.0,tour_recorded,,,
2018-05-04,Tour 04.05.2018 09:13,1.28,19.14,15.0,307.0,126.0,tour_recorded,,,
2018-05-03,Tour 03.05.2018 08:24,1.18,20.94,17.8,153.0,158.0,tour_recorded,,,
2018-04-30,Tour 18.12.2017 21:55 רכיבת שבילים לבנים קברות המכבים התחלה בליגד סנטר,1.03,15.41,14.9,194.0,188.0,tour_recorded,,,
2018-04-28,Tour 28.04.2018 13:24,2.9,43.16,14.9,396.0,398.0,tour_recorded,,,
2018-04-24,יסודות  24.04.2018 15:49,1.05,19.65,18.8,127.0,129.0,tour_recorded,,,
2018-04-23,יסודות  23.04.2018 10:45,1.13,19.67,17.4,132.0,138.0,tour_recorded,,,
2018-04-18,Tour 18.12.2017 21:55 רכיבת שבילים לבנים קברות המכבים התחלה בליגד סנטר,1.0,15.45,15.4,197.0,194.0,tour_recorded,,,
2018-04-16,עליה למרר 16.04.2018 09:49,1.02,16.86,16.6,132.0,139.0,tour_recorded,,,
2018-04-14,Tour 14.04.2018 10:43,1.84,32.76,17.8,238.0,240.0,tour_recorded,,,
2018-04-13,Tour 13.04.2018 09:42,1.17,19.79,16.9,128.0,128.0,tour_recorded,,,
2018-04-11,Tour 11.04.2018 12:29,1.61,27.86,17.3,207.0,195.0,tour_recorded,,,
2018-04-09,מרר  09.04.2018,1.06,13.68,12.9,111.0,133.0,tour_recorded,,,
2018-04-02,Tour 02.04.2018 12:06,2.91,41.82,14.3,733.0,275.0,tour_recorded,,,
2018-03-31,Tour 31.03.2018 12:57,2.78,41.89,15.1,361.0,360.0,tour_recorded,,,
2018-03-24,Tour 24.03.2018 11:03,1.36,15.81,11.6,239.0,241.0,tour_recorded,,,
2018-03-20,Tour 20.03.2018 10:47,1.09,20.04,18.4,125.0,131.0,tour_recorded,,,
2018-03-14,Tour 14.03.2018 13:31,1.12,19.63,17.5,121.0,119.0,tour_recorded,,,
2018-01-06,,,,,,,,buy new w Ghost,0.0,0.0
2023-05-12,,,,,,,,Replace rear tier,1.0,10.5
